SymbolReannotated EnsemblReannotated
MGC21881 ENSG00000170161
ROBO3 ENSG00000154134
ATP6V1B2 ENSG00000147416
VSIG10 ENSG00000176834
PTTG1IP ENSG00000183255
FAM92A1 ENSG00000188343
YPEL2 ENSG00000175155
MRAP2 ENSG00000135324
GPN1 ENSG00000198522
KCNG1 ENSG00000248832
ZFHX4 ENSG00000091656
STAU2 ENSG00000040341
RPSA ENSG00000240087
DHX32 ENSG00000089876
PTCD2 ENSG00000049883
FCHSD2 ENSG00000137478
TRAPPC2 ENSG00000196459
FBXO21 ENSG00000135108
RPSA ENSG00000219773
MUCL1 ENSG00000172551
WDR91 ENSG00000105875
TCFL5 ENSG00000101190
CABYR ENSG00000154040
LBH ENSG00000256261
PIM1 ENSG00000137193
WBP11 ENSG00000084463
PCDHB5 ENSG00000113209
ANTXR1 ENSG00000169604
NRP1 ENSG00000099250
TSR1 ENSG00000167721
NKRF ENSG00000186416
ISCA1 ENSG00000135070
PARVB ENSG00000188677
BBS4 ENSG00000140463
SLC16A9 ENSG00000165449
H2AFJ ENSG00000246705
CRIM1 ENSG00000150938
CYB5D2 ENSG00000167740
WDR70 ENSG00000082068
MAP4K4 ENSG00000233404
ERP29 ENSG00000089248
TMSB4Y ENSG00000154620
SLC44A1 ENSG00000070214
ACACA ENSG00000132142
SESTD1 ENSG00000187231
RNF125 ENSG00000101695
FOXN3 ENSG00000053254
UGT8 ENSG00000174607
POFUT1 ENSG00000101346
NUP155 ENSG00000113569
SPSB1 ENSG00000171621
RALBP1 ENSG00000017797
RBFOX2 ENSG00000100320
LOC285074 ENSG00000231259
IRF6 ENSG00000117595
NETO2 ENSG00000171208
C20orf177 ENSG00000196227
SPATS2L ENSG00000196141
GLDC ENSG00000178445
DLX1 ENSG00000144355
FOXO3 ENSG00000118689
FUT4 ENSG00000196371
SLC41A3 ENSG00000114544
GPR98 ENSG00000164199
PNMA3 ENSG00000183837
GYG1 ENSG00000163754
NFE2L3 ENSG00000050344
TTC19 ENSG00000011295
BBX ENSG00000114439
XRCC6BP1 ENSG00000166896
RAB31 ENSG00000168461
ZNF395 ENSG00000186918
AMHR2 ENSG00000135409
PHF16 ENSG00000102221
SSBP3 ENSG00000224425
RFC3 ENSG00000133119
RAB3IP ENSG00000127328
HOXA13 ENSG00000106031
LRP8 ENSG00000157193
LOC100287428 ENSG00000224201
FBXW8 ENSG00000174989
JAG1 ENSG00000101384
DSN1 ENSG00000149636
SERPINE2 ENSG00000135919
C20orf30 ENSG00000089063
DEM1 ENSG00000164002
TXNRD1 ENSG00000198431
ITGA2 ENSG00000164171
SEH1L ENSG00000085415
RAD51 ENSG00000051180
LGI2 ENSG00000153012
FBLN1 ENSG00000077942
AGAP1 ENSG00000157985
POGK ENSG00000143157
TOP1MT ENSG00000184428
WDR48 ENSG00000114742
NETO1 ENSG00000166342
SMYD3 ENSG00000185420
TDRD1 ENSG00000095627
DYRK4 ENSG00000010219
BPHL ENSG00000137274
ARID5B ENSG00000150347
NRIP3 ENSG00000175352
CTPS2 ENSG00000047230
SLC23A2 ENSG00000089057
ALDH7A1 ENSG00000164904
LOC441461 ENSG00000255145
PRKAB2 ENSG00000131791
CDC16 ENSG00000130177
DUSP10 ENSG00000143507
ORC1 ENSG00000085840
FLJ20021 ENSG00000254531
SSH2 ENSG00000141298
NLGN1 ENSG00000169760
CCDC109B ENSG00000005059
RPL4 ENSG00000174444
CCDC25 ENSG00000147419
BTF3 ENSG00000145741
GUSB ENSG00000169919
CA8 ENSG00000178538
BCKDHA ENSG00000248098
RNF150 ENSG00000170153
ST6GAL1 ENSG00000073849
C6orf105 ENSG00000111863
FAHD2B ENSG00000144199
KIAA1024 ENSG00000169330
NPR3 ENSG00000181495
ZNF586 ENSG00000083828
LOC113386 ENSG00000142396
HEY1 ENSG00000164683
TRAK2 ENSG00000115993
NUP205 ENSG00000155561
DNAJC18 ENSG00000170464
DAPK1 ENSG00000196730
NT5M ENSG00000205309
INHBB ENSG00000163083
SETMAR ENSG00000170364
RPL29 ENSG00000224993
ZNF189 ENSG00000136870
POU2F1 ENSG00000143190
NCOA7 ENSG00000111912
EME1 ENSG00000154920
THNSL1 ENSG00000185875
SUMF2 ENSG00000129103
C5orf62 ENSG00000256235
SOX13 ENSG00000143842
TMEM45A ENSG00000181458
CC2D2A ENSG00000048342
HMGB3 ENSG00000029993
CD44 ENSG00000026508
GALNT11 ENSG00000178234
MAP7D2 ENSG00000184368
C2orf15 ENSG00000241962
PPAT ENSG00000128059
MICALCL ENSG00000133808
PTGFRN ENSG00000134247
CCDC74A ENSG00000163040
CCDC74B ENSG00000163040
PSD4 ENSG00000125637
STX6 ENSG00000135823
IRX5 ENSG00000176842
DDX11 ENSG00000013573
SLC25A37 ENSG00000147454
CCNB2 ENSG00000157456
PAPL ENSG00000183760
CAV1 ENSG00000105974
CNOT1 ENSG00000125107
LYSMD2 ENSG00000140280
PTPRA ENSG00000132670
MATN2 ENSG00000132561
LIMCH1 ENSG00000064042
KCNB1 ENSG00000158445
EFNB2 ENSG00000125266
ITM2C ENSG00000135916
RTN4 ENSG00000115310
ZWINT ENSG00000122952
TIPARP ENSG00000163659
DTL ENSG00000143476
NONO ENSG00000147140
ING4 ENSG00000111653
C8orf34 ENSG00000165084
OXSR1 ENSG00000172939
MAN1C1 ENSG00000117643
SCCPDH ENSG00000143653
SCRN1 ENSG00000136193
IPO8 ENSG00000133704
PAXIP1 ENSG00000157212
ACOT11 ENSG00000240289
SPC25 ENSG00000152253
SPDEF ENSG00000124664
ORC6 ENSG00000091651
C5orf25 ENSG00000170085
C9orf152 ENSG00000188959
PUS3 ENSG00000110060
SLCO5A1 ENSG00000137571
PPM1M ENSG00000164088
MRPS27 ENSG00000113048
PITPNB ENSG00000180957
CAMK2D ENSG00000145349
MANBA ENSG00000109323
B4GALT5 ENSG00000158470
QPCT ENSG00000115828
PTGER2 ENSG00000125384
ARL4A ENSG00000122644
RERG ENSG00000134533
FAM185A ENSG00000222011
GRHL2 ENSG00000083307
PKP2 ENSG00000057294
SH3RF1 ENSG00000154447
TRAPPC6A ENSG00000007255
AK093551 ENSG00000196533
LEF1 ENSG00000138795
MARCKS ENSG00000155130
RFC4 ENSG00000163918
CIRH1A ENSG00000141076
SORL1 ENSG00000137642
KIF20A ENSG00000112984
SPATA5L1 ENSG00000171763
TGFBR2 ENSG00000163513
SRD5A1 ENSG00000145545
PKP4 ENSG00000144283
CYP1A1 ENSG00000140465
TIAM2 ENSG00000146426
MXI1 ENSG00000119950
IGBP1 ENSG00000089289
AADAT ENSG00000109576
NTN4 ENSG00000074527
SHMT2 ENSG00000182199
SRPX ENSG00000101955
SLC27A2 ENSG00000140284
CHEK1 ENSG00000149554
RPRM ENSG00000177519
MBOAT1 ENSG00000172197
POLR3C ENSG00000186141
PUS7 ENSG00000091127
CDK14 ENSG00000058091
SPON2 ENSG00000159674
PAPSS2 ENSG00000198682
CMTM7 ENSG00000153551
SNX33 ENSG00000173548
DKFZp686O24166 ENSG00000188211
BTG1 ENSG00000133639
DFNA5 ENSG00000105928
TMEM18 ENSG00000151353
SFTPA2 ENSG00000185303
C15orf17 ENSG00000178761
BTG3 ENSG00000154640
LAMA3 ENSG00000053747
PFKFB3 ENSG00000170525
MAP3K5 ENSG00000197442
PCOLCE2 ENSG00000163710
ZNF239 ENSG00000196793
TSPAN3 ENSG00000140391
SOX4 ENSG00000124766
ITGB2 ENSG00000160255
LAMB1 ENSG00000091136
DPYSL3 ENSG00000113657
SIAH1 ENSG00000196470
ITPR1 ENSG00000150995
AK130049 ENSG00000122870
GADD45A ENSG00000116717
SCIN ENSG00000006747
CYP4V2 ENSG00000145476
RHOB ENSG00000143878
AKAP2 ENSG00000243444
RAD54L ENSG00000085999
SRPK2 ENSG00000135250
BRD8 ENSG00000112983
ATP9A ENSG00000054793
ARHGEF3 ENSG00000163947
FAT1 ENSG00000083857
LMO4 ENSG00000143013
DERA ENSG00000023697
RGS10 ENSG00000148908
TMEM98 ENSG00000006042
HES6 ENSG00000144485
DPYSL2 ENSG00000092964
LPPR1 ENSG00000148123
TEX10 ENSG00000136891
TDP1 ENSG00000042088
PHB2 ENSG00000215021
APEX1 ENSG00000100823
SETBP1 ENSG00000152217
SMYD2 ENSG00000143499
HNRNPC ENSG00000092199
DPH5 ENSG00000117543
PDE4B ENSG00000184588
FBXO34 ENSG00000178974
DHX33 ENSG00000005100
NTM ENSG00000182667
PKIB ENSG00000135549
KLHL3 ENSG00000146021
KDM2B ENSG00000089094
SESN3 ENSG00000149212
DSEL ENSG00000171451
DPYSL4 ENSG00000151640
ALDH2 ENSG00000111275
ACAA2 ENSG00000167315
ATL3 ENSG00000184743
ZFAND5 ENSG00000107372
SERBP1 ENSG00000142864
TMEM70 ENSG00000175606
TNFAIP3 ENSG00000118503
ZNF512 ENSG00000243943
RCN1 ENSG00000049449
GSTO1 ENSG00000148834
TMEM178 ENSG00000152154
TMEM194A ENSG00000166881
RNF44 ENSG00000146083
MECOM ENSG00000085276
TSPAN5 ENSG00000168785
RASAL2 ENSG00000075391
EPHB6 ENSG00000106123
EXT1 ENSG00000182197
CLYBL ENSG00000125246
SIPA1L2 ENSG00000116991
HADH ENSG00000138796
TM7SF3 ENSG00000064115
JUN ENSG00000177606
E2F7 ENSG00000165891
PRNP ENSG00000171867
ZFP90 ENSG00000184939
PTPRK ENSG00000152894
ASAP1 ENSG00000153317
COCH ENSG00000100473
RCCD1 ENSG00000166965
IMP3 ENSG00000177971
ST3GAL1 ENSG00000008513
PROCR ENSG00000101000
CA12 ENSG00000074410
EBF3 ENSG00000108001
DYRK2 ENSG00000127334
KIAA1147 ENSG00000257093
LPAR1 ENSG00000198121
PFKM ENSG00000152556
C4orf14 ENSG00000084092
TSHZ1 ENSG00000179981
ATG7 ENSG00000197548
ZNHIT3 ENSG00000108278
RTN1 ENSG00000139970
ANKRD22 ENSG00000152766
NASP ENSG00000132780
LOC285074 ENSG00000234231
ZADH2 ENSG00000180011
E2F5 ENSG00000133740
C20orf201 ENSG00000171695
SEPT3 ENSG00000100167
NGFRAP1 ENSG00000166681
SNX30 ENSG00000148158
GADD45G ENSG00000130222
IRX3 ENSG00000177508
LAPTM4B ENSG00000104341
LETMD1 ENSG00000050426
ESYT2 ENSG00000117868
THOC3 ENSG00000051596
ERRFI1 ENSG00000116285
RAVER2 ENSG00000162437
RPL15 ENSG00000174748
C16orf75 ENSG00000175643
RCL1 ENSG00000243754
EIF3L ENSG00000100129
CENPV ENSG00000166582
LPXN ENSG00000110031
MCM10 ENSG00000065328
DCBLD2 ENSG00000057019
HS3ST1 ENSG00000002587
GINS2 ENSG00000131153
STXBP6 ENSG00000168952
SKP2 ENSG00000145604
MAFB ENSG00000204103
CD302 ENSG00000241399
KIAA0247 ENSG00000100647
RAI2 ENSG00000131831
HAUS4 ENSG00000259132
HNRNPA1L2 ENSG00000206228
IPO5 ENSG00000065150
MAOA ENSG00000189221
ALDH5A1 ENSG00000112294
F3 ENSG00000117525
SFRP1 ENSG00000104332
FAM105A ENSG00000145569
RFC5 ENSG00000111445
GPRIN2 ENSG00000204175
CPA6 ENSG00000165078
CCNB1IP1 ENSG00000100814
ARHGDIB ENSG00000111348
RIN2 ENSG00000132669
TNFRSF21 ENSG00000146072
SLC36A1 ENSG00000123643
KIAA0353 ENSG00000182253
GJB2 ENSG00000165474
FAM60A ENSG00000139146
C11orf96 ENSG00000187479
RASD1 ENSG00000108551
BZW2 ENSG00000136261
EIF3D ENSG00000100353
ADCY3 ENSG00000138031
EIF3H ENSG00000147677
LYPD6B ENSG00000150556
DHX40 ENSG00000108406
PRR16 ENSG00000184838
PPP3CA ENSG00000138814
PRAC ENSG00000159182
TIMP2 ENSG00000035862
SLC20A1 ENSG00000144136
SESN1 ENSG00000080546
SLC7A2 ENSG00000003989
EVC ENSG00000072840
ALB ENSG00000163631
ABLIM1 ENSG00000099204
RAI14 ENSG00000039560
RNF144A ENSG00000151692
BMP2 ENSG00000125845
MCM6 ENSG00000076003
KIAA0101 ENSG00000166803
KCTD12 ENSG00000178695
TMC5 ENSG00000103534
SSTR1 ENSG00000139874
SALL2 ENSG00000165821
IMPDH2 ENSG00000178035
RASSF5 ENSG00000136653
DACH1 ENSG00000165659
PRKD1 ENSG00000184304
ACER3 ENSG00000078124
ST7OT1 ENSG00000227199
BARD1 ENSG00000138376
WNK4 ENSG00000126562
hNp95 ENSG00000034063
TRPT1 ENSG00000149743
PPAP2B ENSG00000162407
MID1 ENSG00000101871
SCGB1D2 ENSG00000124935
FAM117B ENSG00000138439
DKFZp761F2014 ENSG00000227051
RRM1 ENSG00000167325
RELN ENSG00000189056
USP54 ENSG00000166348
KBTBD11 ENSG00000176595
JAM3 ENSG00000166086
BCL11A ENSG00000119866
SLC3A1 ENSG00000138079
PLA2G7 ENSG00000146070
CDCA7 ENSG00000144354
FABP5 ENSG00000234964
CNKSR3 ENSG00000153721
RIMBP3 ENSG00000183246
ZNF277 ENSG00000183246
PHLDA1 ENSG00000139289
RASSF2 ENSG00000101265
FSTL1 ENSG00000163430
YPEL1 ENSG00000100027
CITED4 ENSG00000179862
REXO2 ENSG00000076043
E2F3 ENSG00000112242
KLF11 ENSG00000172059
HSD17B6 ENSG00000025423
CR741388 ENSG00000253438
ZNF704 ENSG00000164684
A1CF ENSG00000148584
RDH10 ENSG00000121039
HLA-DMB ENSG00000242092
FAM134B ENSG00000154153
NMT2 ENSG00000152465
HLA-DPA1 ENSG00000235844
SGK1 ENSG00000118515
KHDRBS3 ENSG00000131773
NUDT22 ENSG00000149761
WNT2 ENSG00000105989
MICA ENSG00000183214
GNG4 ENSG00000168243
FJX1 ENSG00000179431
DOCK10 ENSG00000135905
VARS ENSG00000231116
HLA-B ENSG00000234745
ZNF385B ENSG00000144331
CKS1B ENSG00000173207
THBS1 ENSG00000137801
CLIC1 ENSG00000206394
C11orf92 ENSG00000196167
TTR ENSG00000118271
ZNF277 ENSG00000198839
AKR1C3 ENSG00000196139
C7orf41 ENSG00000180354
LTA4H ENSG00000111144
ITM2A ENSG00000078596
KIR2DL4 ENSG00000215764
SYTL2 ENSG00000137501
REEP1 ENSG00000068615
C6orf48 ENSG00000234728
