SymbolReannotated EnsemblReannotated
GADD45G ENSG00000130222
CECR5 ENSG00000069998
C17orf48 ENSG00000170222
RPSA ENSG00000240087
NOP16 ENSG00000048162
FOXO3 ENSG00000118689
MRAP2 ENSG00000135324
EPB41L2 ENSG00000079819
MUCL1 ENSG00000172551
SYBU ENSG00000147642
BBS4 ENSG00000140463
ANKRD6 ENSG00000135299
STAU2 ENSG00000040341
YPEL2 ENSG00000175155
ZC3H12B ENSG00000102053
H2AFJ ENSG00000246705
TRAPPC2 ENSG00000196459
DHX32 ENSG00000089876
ERP29 ENSG00000089248
PCDHB5 ENSG00000113209
RCAN2 ENSG00000172348
NFKB1 ENSG00000109320
LBH ENSG00000256261
PTPRA ENSG00000132670
NRP1 ENSG00000099250
ISCA1 ENSG00000135070
PDSS2 ENSG00000164494
DEGS2 ENSG00000168350
MAP4K4 ENSG00000233404
UGT8 ENSG00000174607
TRAF5 ENSG00000082512
SSH2 ENSG00000141298
TMSB4Y ENSG00000154620
SLC44A1 ENSG00000070214
RALBP1 ENSG00000017797
SPATS2L ENSG00000196141
NR2F1 ENSG00000175745
SESTD1 ENSG00000187231
NETO2 ENSG00000171208
GALNTL1 ENSG00000100626
IRF6 ENSG00000117595
TSPYL4 ENSG00000187189
RBFOX2 ENSG00000100320
BEX4 ENSG00000102409
SLC23A2 ENSG00000089057
ASB9 ENSG00000102048
MMP10 ENSG00000166670
GPR98 ENSG00000164199
RAB31 ENSG00000168461
IRS1 ENSG00000169047
WBP11 ENSG00000084463
TMEM69 ENSG00000159596
NFE2L3 ENSG00000050344
WDR70 ENSG00000082068
COL5A2 ENSG00000204262
GLDC ENSG00000178445
GYG1 ENSG00000163754
F2R ENSG00000181104
PNMA3 ENSG00000183837
XRCC6BP1 ENSG00000166896
FOXN3 ENSG00000053254
SHMT1 ENSG00000176974
TGFBR3 ENSG00000069702
C20orf177 ENSG00000196227
WDR91 ENSG00000105875
PHF16 ENSG00000102221
GHR ENSG00000112964
KIAA0368 ENSG00000136813
TCFL5 ENSG00000101190
SSBP3 ENSG00000224425
SLC16A9 ENSG00000165449
RAB3IP ENSG00000127328
SORBS1 ENSG00000095637
ANAPC5 ENSG00000089053
ZNF395 ENSG00000186918
ITGA2 ENSG00000164171
BBX ENSG00000114439
C20orf30 ENSG00000089063
LOC100287428 ENSG00000224201
RBM45 ENSG00000155636
LAMC3 ENSG00000050555
HOXA13 ENSG00000106031
SLBP ENSG00000163950
PTTG1IP ENSG00000183255
SEH1L ENSG00000085415
JAG1 ENSG00000101384
WDR48 ENSG00000114742
GSTK1 ENSG00000197448
LGI2 ENSG00000153012
SMYD3 ENSG00000185420
SETBP1 ENSG00000152217
PHGDH ENSG00000092621
NETO1 ENSG00000166342
IGFBP1 ENSG00000146678
SERPINE2 ENSG00000135919
PMPCB ENSG00000105819
NLGN1 ENSG00000169760
POGK ENSG00000143157
TRPV6 ENSG00000165125
LOC441461 ENSG00000255145
DEM1 ENSG00000164002
HEY1 ENSG00000164683
NRIP3 ENSG00000175352
CCDC109B ENSG00000005059
PRKAB2 ENSG00000131791
FLJ20021 ENSG00000254531
CCDC74A ENSG00000163040
CCDC74B ENSG00000163040
ORC1 ENSG00000085840
CTSB ENSG00000164733
CYP4X1 ENSG00000186377
TUBB ENSG00000224156
TDRD1 ENSG00000095627
DUSP10 ENSG00000143507
RNF150 ENSG00000170153
ST6GAL1 ENSG00000073849
RPRM ENSG00000177519
SETMAR ENSG00000170364
PTCHD2 ENSG00000204624
FUT4 ENSG00000196371
CA8 ENSG00000178538
ARID5B ENSG00000150347
TRAK2 ENSG00000115993
HSPA12B ENSG00000132622
DSN1 ENSG00000149636
DYRK4 ENSG00000010219
DAPK1 ENSG00000196730
SOX13 ENSG00000143842
RPL29 ENSG00000224993
ATL3 ENSG00000184743
ME3 ENSG00000151376
NUP205 ENSG00000155561
RALGDS ENSG00000160271
DLX5 ENSG00000105880
RHOB ENSG00000143878
KRT73 ENSG00000186049
DDX11 ENSG00000013573
ZNRF3 ENSG00000183579
TMEM70 ENSG00000175606
PSD4 ENSG00000125637
THNSL1 ENSG00000185875
AKTIP ENSG00000166971
CC2D2A ENSG00000048342
DNAJC18 ENSG00000170464
C5orf30 ENSG00000181751
ZNF586 ENSG00000083828
NCOA7 ENSG00000111912
ZFHX4 ENSG00000091656
HMGB3 ENSG00000029993
CCNB2 ENSG00000157456
IRX5 ENSG00000176842
TMEM45A ENSG00000181458
PPAT ENSG00000128059
CD44 ENSG00000026508
NPR3 ENSG00000181495
C5orf62 ENSG00000256235
MTSS1 ENSG00000170873
FOXC1 ENSG00000054598
PPM1M ENSG00000164088
STMN1 ENSG00000117632
MATN2 ENSG00000132561
TGFBR2 ENSG00000163513
NTN4 ENSG00000074527
GALNT11 ENSG00000178234
ITLN2 ENSG00000158764
ARL4A ENSG00000122644
ACACB ENSG00000076555
DLX1 ENSG00000144355
RILPL2 ENSG00000150977
IGDCC3 ENSG00000174498
GRB10 ENSG00000106070
SNX5 ENSG00000089006
RTN4 ENSG00000115310
NONO ENSG00000147140
ALDH7A1 ENSG00000164904
C8orf34 ENSG00000165084
ARF5 ENSG00000106328
C2orf15 ENSG00000241962
SCRN1 ENSG00000136193
ORC6 ENSG00000091651
DTL ENSG00000143476
IPO8 ENSG00000133704
SCCPDH ENSG00000143653
C5orf13 ENSG00000134986
EFNB2 ENSG00000125266
ADCY1 ENSG00000164742
TIPARP ENSG00000163659
EDARADD ENSG00000186197
MANBA ENSG00000109323
MRPS27 ENSG00000113048
THOC3 ENSG00000170089
SPC25 ENSG00000152253
PITPNB ENSG00000180957
FBLN1 ENSG00000077942
CAMK2D ENSG00000145349
SLC27A2 ENSG00000140284
SEL1L3 ENSG00000091490
DKFZp686O24166 ENSG00000188211
DHRS7 ENSG00000100612
ZWINT ENSG00000122952
PAXIP1 ENSG00000157212
TSPAN3 ENSG00000140391
RFC4 ENSG00000163918
TRAPPC6A ENSG00000007255
RERG ENSG00000134533
SPSB1 ENSG00000171621
PKP2 ENSG00000057294
SMO ENSG00000128602
SLC25A37 ENSG00000147454
MARCKS ENSG00000155130
CYP1A1 ENSG00000140465
FAM185A ENSG00000222011
GRHL2 ENSG00000083307
NEDD4L ENSG00000049759
LEF1 ENSG00000138795
TOP1MT ENSG00000184428
CDK19 ENSG00000155111
TMEM98 ENSG00000006042
SFTPA2 ENSG00000185303
SRD5A1 ENSG00000145545
APP ENSG00000142192
WNT5B ENSG00000111186
TIAM2 ENSG00000146426
SRPX ENSG00000101955
C5orf25 ENSG00000170085
RDM1 ENSG00000187456
EIF2S3 ENSG00000130741
MXI1 ENSG00000119950
THOC3 ENSG00000051596
CIRH1A ENSG00000141076
CAV1 ENSG00000105974
SORL1 ENSG00000137642
MBOAT1 ENSG00000172197
MAN1C1 ENSG00000117643
SPATA5L1 ENSG00000171763
FAM53B ENSG00000189319
AADAT ENSG00000109576
LIMCH1 ENSG00000064042
PABPC4 ENSG00000258895
PKP4 ENSG00000144283
PCOLCE2 ENSG00000163710
BTG1 ENSG00000133639
PFKFB3 ENSG00000170525
CA12 ENSG00000074410
KRAS ENSG00000133703
SPON2 ENSG00000159674
SNX1 ENSG00000028528
OXSR1 ENSG00000172939
NOV ENSG00000136999
PPARG ENSG00000132170
FLT4 ENSG00000037280
PAPSS2 ENSG00000198682
KIF20A ENSG00000112984
TMEM18 ENSG00000151353
CMTM7 ENSG00000153551
CHEK1 ENSG00000149554
BTG3 ENSG00000154640
MCM5 ENSG00000100297
PHB2 ENSG00000215021
POLR3C ENSG00000186141
GADD45A ENSG00000116717
RNF125 ENSG00000101695
SNX33 ENSG00000173548
SDC1 ENSG00000115884
SLC25A18 ENSG00000182902
C20orf27 ENSG00000101220
AK130049 ENSG00000122870
CYP4V2 ENSG00000145476
SHISA2 ENSG00000180730
LAMB1 ENSG00000091136
SCIN ENSG00000006747
DNAJC9 ENSG00000235036
ARHGEF3 ENSG00000163947
FBXO34 ENSG00000178974
PUS3 ENSG00000110060
SOX4 ENSG00000124766
PRPF4 ENSG00000136875
PTGER2 ENSG00000125384
PPA1 ENSG00000180817
SMYD2 ENSG00000143499
BLM ENSG00000197299
ST3GAL1 ENSG00000008513
LMO4 ENSG00000143013
TEX10 ENSG00000136891
PDE4B ENSG00000184588
TDP1 ENSG00000042088
SH3RF1 ENSG00000154447
SNX30 ENSG00000148158
BRD8 ENSG00000112983
HNRNPC ENSG00000092199
LAMA3 ENSG00000053747
LPPR1 ENSG00000148123
PUS7 ENSG00000091127
SYK ENSG00000165025
ACTA2 ENSG00000107796
CDK14 ENSG00000058091
DSEL ENSG00000171451
DPH5 ENSG00000117543
DHX33 ENSG00000005100
PKIB ENSG00000135549
FHDC1 ENSG00000137460
NTM ENSG00000182667
QDPR ENSG00000151552
ZNF512 ENSG00000243943
ZFAND5 ENSG00000107372
ACAA2 ENSG00000167315
DPYSL4 ENSG00000151640
ANKRD29 ENSG00000154065
AKAP2 ENSG00000243444
GSTO1 ENSG00000148834
PABPC4 ENSG00000090621
DPYSL3 ENSG00000113657
TSPAN5 ENSG00000168785
RASAL2 ENSG00000075391
BCKDHA ENSG00000248098
TNFAIP3 ENSG00000118503
MECOM ENSG00000085276
GPR110 ENSG00000153292
EXT1 ENSG00000182197
SESN3 ENSG00000149212
ARHGEF2 ENSG00000116584
E2F7 ENSG00000165891
CLYBL ENSG00000125246
GUCY1A3 ENSG00000164116
IGBP1 ENSG00000089289
SIPA1L2 ENSG00000116991
PTPRK ENSG00000152894
TM7SF3 ENSG00000064115
LPAR1 ENSG00000198121
RPUSD4 ENSG00000165526
RCN1 ENSG00000049449
PROCR ENSG00000101000
TMEM194A ENSG00000166881
IMP3 ENSG00000177971
GOLM1 ENSG00000135052
EBF3 ENSG00000108001
KIAA1147 ENSG00000257093
EPHB6 ENSG00000106123
HES6 ENSG00000144485
LOC285074 ENSG00000234231
DYRK2 ENSG00000127334
ASAP1 ENSG00000153317
BEX2 ENSG00000133134
C4orf14 ENSG00000084092
HADH ENSG00000138796
ESYT2 ENSG00000117868
NASP ENSG00000132780
ZADH2 ENSG00000180011
TSHZ1 ENSG00000179981
ANKRD22 ENSG00000152766
NCAPG2 ENSG00000146918
KIFC1 ENSG00000237649
DERA ENSG00000023697
C16orf75 ENSG00000175643
NGFRAP1 ENSG00000166681
JUN ENSG00000177606
E2F5 ENSG00000133740
RPL15 ENSG00000174748
ERRFI1 ENSG00000116285
ZNF462 ENSG00000148143
FAM110B ENSG00000169122
LPXN ENSG00000110031
MCM10 ENSG00000065328
PLA1A ENSG00000144837
SKP2 ENSG00000145604
HS3ST1 ENSG00000002587
GINS2 ENSG00000131153
DCBLD2 ENSG00000057019
RAI2 ENSG00000131831
SEMA6A ENSG00000092421
CD302 ENSG00000241399
MAP3K5 ENSG00000197442
ALDH5A1 ENSG00000112294
HNRNPA1L2 ENSG00000206228
MAOA ENSG00000189221
IPO5 ENSG00000065150
F3 ENSG00000117525
RFC5 ENSG00000111445
RIN2 ENSG00000132669
CPA6 ENSG00000165078
SESN1 ENSG00000080546
SLC20A1 ENSG00000144136
ARNT2 ENSG00000172379
GJB2 ENSG00000165474
ARHGDIB ENSG00000111348
RCL1 ENSG00000243754
SLC36A1 ENSG00000123643
TNFRSF21 ENSG00000146072
CHAF1B ENSG00000159259
COCH ENSG00000100473
KLHL3 ENSG00000146021
C11orf96 ENSG00000187479
SIK1 ENSG00000142178
BZW2 ENSG00000136261
RNF144A ENSG00000151692
RAI14 ENSG00000039560
PRR16 ENSG00000184838
DHX40 ENSG00000108406
PPP3CA ENSG00000138814
EIF3H ENSG00000147677
SLC7A2 ENSG00000003989
C5orf4 ENSG00000170271
ALB ENSG00000163631
BMP2 ENSG00000125845
TFF1 ENSG00000160182
TIMP2 ENSG00000035862
UPB1 ENSG00000100024
ADCY3 ENSG00000138031
RBBP9 ENSG00000089050
SERTAD2 ENSG00000179833
KCTD12 ENSG00000178695
CR741388 ENSG00000253438
PPP1R3C ENSG00000119938
DACH1 ENSG00000165659
KIAA1467 ENSG00000084444
PRKD1 ENSG00000184304
DPYSL2 ENSG00000092964
SCGB1D2 ENSG00000124935
BARD1 ENSG00000138376
ACER3 ENSG00000078124
SMAD3 ENSG00000166949
ST7OT1 ENSG00000227199
hNp95 ENSG00000034063
PPAP2B ENSG00000162407
KIAA0101 ENSG00000166803
RASD1 ENSG00000108551
MID1 ENSG00000101871
GJA3 ENSG00000121743
RRM1 ENSG00000167325
FAM117B ENSG00000138439
SRGAP3 ENSG00000196220
RELN ENSG00000189056
MCM7 ENSG00000166508
PLA2G7 ENSG00000146070
FABP5 ENSG00000234964
RIMBP3 ENSG00000183246
ZNF277 ENSG00000183246
BCL11A ENSG00000119866
RASSF2 ENSG00000101265
CDCA7 ENSG00000144354
SLC3A1 ENSG00000138079
PHLDA1 ENSG00000139289
MAFB ENSG00000204103
C12orf24 ENSG00000204856
REXO2 ENSG00000076043
KLF11 ENSG00000172059
JAM3 ENSG00000166086
CEP68 ENSG00000011523
YPEL1 ENSG00000100027
ZNF704 ENSG00000164684
TK1 ENSG00000167900
UNG ENSG00000076248
RDH10 ENSG00000121039
E2F3 ENSG00000112242
PCDH19 ENSG00000165194
WNT2 ENSG00000105989
KHDRBS3 ENSG00000131773
FAM134B ENSG00000154153
NMT2 ENSG00000152465
EPHA4 ENSG00000116106
DOCK10 ENSG00000135905
CITED4 ENSG00000179862
ZNF385B ENSG00000144331
PRUNE2 ENSG00000106772
MGP ENSG00000111341
ITPRIP ENSG00000148841
THBS1 ENSG00000137801
CMBL ENSG00000164237
C11orf92 ENSG00000196167
SGK1 ENSG00000118515
TTR ENSG00000118271
ZNF277 ENSG00000198839
HOPX ENSG00000171476
ITM2A ENSG00000078596
C7orf41 ENSG00000180354
FJX1 ENSG00000179431
SYTL2 ENSG00000137501
