SymbolReannotated EnsemblReannotated
TXNRD1 ENSG00000198431
RFC3 ENSG00000133119
PRMT5 ENSG00000100462
C20orf177 ENSG00000196227
KCNK3 ENSG00000171303
ANGEL1 ENSG00000013523
TMSB4Y ENSG00000154620
NPC2 ENSG00000119655
MAT2A ENSG00000168906
PGLS ENSG00000130313
SORBS1 ENSG00000095637
HOXB7 ENSG00000120087
FAM136A ENSG00000035141
AGAP1 ENSG00000157985
SESTD1 ENSG00000187231
LOC285074 ENSG00000231259
SLC35E3 ENSG00000175782
CDC16 ENSG00000130177
ANTXR2 ENSG00000163297
NUP155 ENSG00000113569
ZNF395 ENSG00000186918
BCL7A ENSG00000110987
DYRK4 ENSG00000010219
ZNRF3 ENSG00000183579
PTTG1IP ENSG00000183255
PTCHD2 ENSG00000204624
PLEKHO1 ENSG00000023902
DLX5 ENSG00000105880
RNF150 ENSG00000170153
BPHL ENSG00000137274
C5orf30 ENSG00000181751
THNSL1 ENSG00000185875
RPL36 ENSG00000130255
BTF3 ENSG00000145741
FUT4 ENSG00000196371
RPSA ENSG00000219773
DUSP10 ENSG00000143507
ANAPC5 ENSG00000089053
MAPKAPK3 ENSG00000114738
RCAN2 ENSG00000172348
CA8 ENSG00000178538
TUBB ENSG00000224156
ING4 ENSG00000111653
KIAA1024 ENSG00000169330
SERPINE2 ENSG00000135919
RAD51 ENSG00000051180
LGI2 ENSG00000153012
IGFBP5 ENSG00000115461
NRIP3 ENSG00000175352
HMGB3 ENSG00000029993
FOXN3 ENSG00000053254
CLNS1A ENSG00000074201
EEF1B2 ENSG00000213261
TIPARP ENSG00000163659
TSEN2 ENSG00000154743
NUP205 ENSG00000155561
POGK ENSG00000143157
NPR3 ENSG00000181495
CCNB2 ENSG00000157456
MICALCL ENSG00000133808
CC2D2A ENSG00000048342
TMEM45A ENSG00000181458
KIF4A ENSG00000090889
IRX5 ENSG00000176842
FOXC1 ENSG00000054598
CD44 ENSG00000026508
GPR98 ENSG00000164199
EME1 ENSG00000154920
CCDC25 ENSG00000147419
STX6 ENSG00000135823
ST6GAL1 ENSG00000073849
SPC25 ENSG00000152253
GDNF ENSG00000168621
RBM45 ENSG00000155636
B4GALT5 ENSG00000158470
PKP4 ENSG00000144283
C8orf34 ENSG00000165084
CLYBL ENSG00000125246
CD97 ENSG00000123146
CNOT1 ENSG00000125107
PPM1M ENSG00000164088
PHF13 ENSG00000116273
PKP2 ENSG00000057294
POLR3C ENSG00000186141
LOC113386 ENSG00000142396
IPO8 ENSG00000133704
DAPK1 ENSG00000196730
MARCKS ENSG00000155130
YWHAH ENSG00000128245
NONO ENSG00000147140
PHF19 ENSG00000119403
SLC29A3 ENSG00000198246
CTSB ENSG00000164733
ORC6 ENSG00000091651
SLCO5A1 ENSG00000137571
C2orf15 ENSG00000241962
KLK2 ENSG00000167751
SMARCC1 ENSG00000173473
PDSS2 ENSG00000164494
SCCPDH ENSG00000143653
MATK ENSG00000007264
MGC21881 ENSG00000170161
SLC25A37 ENSG00000147454
H2AFJ ENSG00000246705
UIMC1 ENSG00000087206
CDK14 ENSG00000058091
C5orf13 ENSG00000134986
SFXN2 ENSG00000156398
UQCC ENSG00000101019
LEF1 ENSG00000138795
ITPR1 ENSG00000150995
EFNB2 ENSG00000125266
CIRH1A ENSG00000141076
TIAM2 ENSG00000146426
FAM185A ENSG00000222011
PEX5 ENSG00000139197
FAN1 ENSG00000198690
RRP1B ENSG00000160208
RPA1 ENSG00000132383
DDX11 ENSG00000013573
OXSR1 ENSG00000172939
SMO ENSG00000128602
RFC4 ENSG00000163918
SLC27A2 ENSG00000140284
PCDHB3 ENSG00000113205
PFKFB3 ENSG00000170525
PAPSS2 ENSG00000198682
SEMA4D ENSG00000187764
MFSD4 ENSG00000174514
SLC25A18 ENSG00000182902
LRRN1 ENSG00000175928
EIF2S3 ENSG00000130741
LLGL1 ENSG00000131899
NTN4 ENSG00000074527
DPYSL3 ENSG00000113657
SNX1 ENSG00000028528
DFNA5 ENSG00000105928
ITM2C ENSG00000135916
ATL3 ENSG00000184743
RBMX ENSG00000147274
NOV ENSG00000136999
RERG ENSG00000134533
DPYSL4 ENSG00000151640
DHRS1 ENSG00000157379
LHX6 ENSG00000106852
LIMCH1 ENSG00000064042
PTGFRN ENSG00000134247
SDC1 ENSG00000115884
KRAS ENSG00000133703
SUMF2 ENSG00000129103
MAP7D2 ENSG00000184368
EFTUD1 ENSG00000140598
PABPC4 ENSG00000258895
CR617046 ENSG00000214934
PTPN3 ENSG00000070159
RTN4 ENSG00000115310
CYP1A1 ENSG00000140465
AP3M2 ENSG00000070718
SRD5A1 ENSG00000145545
SORL1 ENSG00000137642
BTG3 ENSG00000154640
EXT1 ENSG00000182197
CYP4V2 ENSG00000145476
BRCA1 ENSG00000012048
SCRN1 ENSG00000136193
THADA ENSG00000115970
BTG1 ENSG00000133639
APP ENSG00000142192
RPL4 ENSG00000174444
NPTX2 ENSG00000106236
SCIN ENSG00000006747
DKC1 ENSG00000130826
RPRM ENSG00000177519
AK130049 ENSG00000122870
SESN3 ENSG00000149212
PARD6G ENSG00000178184
SERTAD2 ENSG00000179833
LPPR1 ENSG00000148123
MBOAT1 ENSG00000172197
RNF125 ENSG00000101695
C6orf48 ENSG00000234728
TMCC3 ENSG00000057704
C9orf123 ENSG00000137038
DSEL ENSG00000171451
KRT73 ENSG00000186049
LMO4 ENSG00000143013
C14orf93 ENSG00000100802
SH3RF1 ENSG00000154447
HNRNPC ENSG00000092199
TMEM178 ENSG00000152154
CMTM7 ENSG00000153551
TP53INP1 ENSG00000164938
SH3BGRL2 ENSG00000198478
RAD54L ENSG00000085999
PDE4B ENSG00000184588
BCKDHA ENSG00000248098
PPA1 ENSG00000180817
NEDD4L ENSG00000049759
PKIB ENSG00000135549
TGIF2 ENSG00000118707
SETBP1 ENSG00000152217
FLNB ENSG00000136068
RPA2 ENSG00000117748
TMEM194A ENSG00000166881
STXBP6 ENSG00000168952
ACAA2 ENSG00000167315
BLMH ENSG00000108578
GRHL2 ENSG00000083307
ATP9A ENSG00000054793
POLA2 ENSG00000014138
TMEM70 ENSG00000175606
GTPBP3 ENSG00000130299
TNFAIP3 ENSG00000118503
DQ895289 ENSG00000215905
COL9A2 ENSG00000049089
ZNF512 ENSG00000243943
FLT4 ENSG00000037280
PLEKHA2 ENSG00000169499
QDPR ENSG00000151552
NTM ENSG00000182667
MAP3K5 ENSG00000197442
CDK4 ENSG00000135446
DPH5 ENSG00000117543
RALGDS ENSG00000160271
HMGA1 ENSG00000137309
SMYD2 ENSG00000143499
TDP1 ENSG00000042088
SERBP1 ENSG00000142864
APEX1 ENSG00000100823
EPHB6 ENSG00000106123
TSPAN5 ENSG00000168785
ARL4A ENSG00000122644
GSTO1 ENSG00000148834
PTPRK ENSG00000152894
LHX2 ENSG00000106689
OSBPL1A ENSG00000141447
RDM1 ENSG00000187456
IGBP1 ENSG00000089289
CKS1B ENSG00000173207
BEX2 ENSG00000133134
KIAA1147 ENSG00000257093
ZFP90 ENSG00000184939
ZFAND5 ENSG00000107372
MECOM ENSG00000085276
LOC285074 ENSG00000234231
CA12 ENSG00000074410
RCN1 ENSG00000049449
TEAD4 ENSG00000197905
HES6 ENSG00000144485
E2F7 ENSG00000165891
NASP ENSG00000132780
LASS1 ENSG00000223802
ASAP1 ENSG00000153317
EBF3 ENSG00000108001
ANKRD22 ENSG00000152766
RTN1 ENSG00000139970
RGS10 ENSG00000148908
E2F5 ENSG00000133740
ACTA2 ENSG00000107796
TM7SF3 ENSG00000064115
PRCP ENSG00000137509
MCM10 ENSG00000065328
TSHZ1 ENSG00000179981
CYFIP2 ENSG00000055163
KLHL3 ENSG00000146021
ZADH2 ENSG00000180011
RAI2 ENSG00000131831
EDC3 ENSG00000179151
NCAPG2 ENSG00000146918
SKP2 ENSG00000145604
LAPTM4B ENSG00000104341
EIF3L ENSG00000100129
OGDHL ENSG00000197444
CDCA7 ENSG00000144354
GADD45G ENSG00000130222
DCBLD2 ENSG00000057019
ERRFI1 ENSG00000116285
SFTPA2 ENSG00000185303
LPAR1 ENSG00000198121
C18orf10 ENSG00000134779
LPXN ENSG00000110031
RFC5 ENSG00000111445
TFF1 ENSG00000160182
NUDT22 ENSG00000149761
TNFRSF21 ENSG00000146072
CD302 ENSG00000241399
SFRP1 ENSG00000104332
CCNB1IP1 ENSG00000100814
METTL21B ENSG00000123427
HAUS4 ENSG00000259132
GINS2 ENSG00000131153
C16orf75 ENSG00000175643
PAK1 ENSG00000149269
ANKRD13A ENSG00000076513
KIAA0247 ENSG00000100647
FAM60A ENSG00000139146
SLC36A1 ENSG00000123643
PHB2 ENSG00000215021
DACH1 ENSG00000165659
USP13 ENSG00000058056
CPA6 ENSG00000165078
F3 ENSG00000117525
LRBA ENSG00000198589
TMEM132A ENSG00000006118
LYPD6B ENSG00000150556
HS3ST1 ENSG00000002587
ARHGDIB ENSG00000111348
DERA ENSG00000023697
SVIL ENSG00000197321
SYK ENSG00000165025
FAM111A ENSG00000166801
ZNF462 ENSG00000148143
ALB ENSG00000163631
BZW2 ENSG00000136261
ATG7 ENSG00000197548
ENC1 ENSG00000171617
RPL15 ENSG00000174748
C11orf96 ENSG00000187479
PPP3CA ENSG00000138814
ADCY3 ENSG00000138031
PRR16 ENSG00000184838
C6orf108 ENSG00000112667
UPB1 ENSG00000100024
OAS3 ENSG00000111331
DHX40 ENSG00000108406
FAM96A ENSG00000166797
EFHD2 ENSG00000142634
EIF3H ENSG00000147677
ESYT2 ENSG00000117868
SLC20A1 ENSG00000144136
SESN1 ENSG00000080546
COCH ENSG00000100473
BMP2 ENSG00000125845
MCM6 ENSG00000076003
IMP3 ENSG00000177971
ACER3 ENSG00000078124
RAI14 ENSG00000039560
E2F3 ENSG00000112242
RNF144A ENSG00000151692
FAM105A ENSG00000145569
DPYSL2 ENSG00000092964
HHAT ENSG00000054392
ABLIM1 ENSG00000099204
KCTD12 ENSG00000178695
BARD1 ENSG00000138376
IMPDH2 ENSG00000178035
SSTR1 ENSG00000139874
SALL2 ENSG00000165821
KIAA0368 ENSG00000136813
NCALD ENSG00000104490
HTRA1 ENSG00000166033
SEPT3 ENSG00000100167
ADSSL1 ENSG00000185100
PRKD1 ENSG00000184304
EIF4B ENSG00000063046
KIAA0101 ENSG00000166803
SLC17A4 ENSG00000146039
USP54 ENSG00000166348
RCL1 ENSG00000243754
MID1 ENSG00000101871
KIAA0353 ENSG00000182253
BCL11A ENSG00000119866
RRM1 ENSG00000167325
ZIC2 ENSG00000043355
RELN ENSG00000189056
FHDC1 ENSG00000137460
DKFZp761F2014 ENSG00000227051
SLC3A1 ENSG00000138079
SLC29A1 ENSG00000112759
STC2 ENSG00000113739
ZNF704 ENSG00000164684
JAM3 ENSG00000166086
REXO2 ENSG00000076043
CADM1 ENSG00000182985
FSTL1 ENSG00000163430
ZNHIT3 ENSG00000108278
CEP68 ENSG00000011523
ZNF385B ENSG00000144331
HSD17B6 ENSG00000025423
RDH10 ENSG00000121039
A1CF ENSG00000148584
C15orf48 ENSG00000166920
FAM134B ENSG00000154153
YPEL1 ENSG00000100027
KLF11 ENSG00000172059
KHDRBS3 ENSG00000131773
EPHA4 ENSG00000116106
DOCK10 ENSG00000135905
PRSS23 ENSG00000150687
MCM4 ENSG00000104738
TMEM158 ENSG00000249992
C11orf92 ENSG00000196167
KIAA1199 ENSG00000103888
ZNF277 ENSG00000198839
AKR1C3 ENSG00000196139
TYMS ENSG00000176890
C7orf41 ENSG00000180354
REEP1 ENSG00000068615
